Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Germany,DEU,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,35081779511.5695,43379490882.7302,53091518738.8824,73273110135.3824,88265367697.0751,102731107401.224,106064565014.758,122316889581.403,151726385589.094,179812896169.032,198468287066.925,171523763738.641,164005706456.033,160798861738.797,149830837743.11,150847294047.303,214224894172.746,268625227421.11,286460315179.864,272534004993.238,338394845660.332,349061873895.109,409711959924.859,400838755471.43,425888875497.168,502268322642.282,492270600467.897,428127678772.84,427605868622.874,422454599962.163,370983758114.511,368706494498.819,399725217697.648,483457951607.842,529587679586.488,534524629615.564,548862424927.058,611638866989.806,683718919290.625,681969101698.828,665084211616.668,714991735214.009,679923013042.969,732980377134.904,761835417268.625,661167607626.562,690542613848.64,732280802530.589,790232167371.764,787165218415.685,854360405101.948,943230666325.566
Germany,DEU,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,65648534000,77792441000,86555103000,100127705000,116783908000,129225460000,136547521000,145226843000,155822998000,168502665000,184456426000,198195709000,203481880000,209922914000,218018852000,227055347000,237853900000,246866584000,257212717000,261986939000,279547982000,296179000000,327155000000,338829000000,353360000000,368012000000,378753000000,379578000000,384717000000,396382000000,401666000000,411673000000,422733000000,427400000000,425747000000,429651000000,437132000000,446296000000,464876000000,488943000000,501679000000,513660000000,529210000000,551894000000,573455000000,595908000000,623851000000,648219000000,669147000000,703156000000,747998000000,797496000000
Germany,DEU,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,16.2537211577776,17.3528336718729,17.7088878116828,18.3930442492212,19.821396153549,20.9383329200907,20.4066678735737,20.3692337191381,20.490551809109,20.4020968108013,20.8850043874871,21.4278265661199,21.1190680269202,20.8644261844023,20.6631553233093,20.5925064747555,20.475314181464,20.6925105363422,20.4434429620252,19.4810828203257,19.1003186340137,18.6769453903393,19.2211202895315,19.3518153624728,19.3140389713317,19.4241558948807,19.7125503544328,19.3548683170589,19.0981523217601,19.2467030512557,19.0445168295331,18.9489261417511,19.2315706148891,19.3256374430834,18.8173806198398,18.7759088585026,18.3277709762356,17.8550539097037,18.2555596134287,19.9916998196857,19.5632116674466,19.0699297583867,19.2768758355158,19.6309246447436,19.5890251859139,19.6917566040355,19.9012039275985,19.8404424637912,19.8828388477024,20.2448420216166,21.9648619998062,22.1419032414798
Germany,DEU,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,6.3796986292225,4.91697550025427,6.17701033221674,5.57163537400747,4.48252002950566,2.12542982424344,2.10688677874924,4.15198783494914,3.97438591870997,3.47391756656448,4.58118317191966,-1.04144541864763,-0.466526899052667,1.20994033048298,0.818523684521821,1.43147199184092,0.621380312223891,1.46535492629192,-2.12502509035261,2.01306840087764,3.31645742912919,5.60206913762626,0.749603187255317,3.36242716038532,2.21483988461915,2.66792891671115,0.896980539463783,2.37939476671893,1.23866736396899,1.61453027718936,0.546177767990173,1.20987687468867,0.731886232809444,-0.593364168883852,0.59690599518116,1.11407046397383,1.70059807889808,3.72115076627463,3.15622113781325,1.41976607984297,0.965816388353915,1.27902064957195,1.41143894961162,1.69527007197546,2.90183243444663,4.03999946300435,1.66282225819599,0.803630838404089,2.59801137662565,3.9857392900627,3.79780284691782
Ghana,GHA,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2408127112.95565,2412371371.94437,2719476712.92527,2428946340.60662,2852133829.93164,5134556947.18223,4592459765.11097,3852615458.02985,4147296708.23947,3794666989.71625,4027068403.9165,3591234506.33121,3657000945.86401,3853859963.77691,4243217842.33832,7726259775.46562
Ghana,GHA,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6833863600,6845908100,7717421900,6892945100,8093880700,14571017300,13032635800,10933080900,11769337200,10768632800,11428149300,10191325300,10377959500,10936612600,12041545400,21925838200
Ghana,GHA,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,121848739.495798,141456582.633053,142857142.857143,175070028.011204,203081232.492997,296918767.507003,277310924.369748,261324041.811847,279452586.701391,279452586.701391,284355263.661064,313257158.98961,266381525.878402,269014084.507042,353416149.068323,365957446.808511,338559322.033898,402571428.571429,413787085.514834,413532763.532763,496265560.165975,371162769.118444,261577964.519141,237808636.732614,320303326.810176,423335787.528056,633875315.618858,539673469.387755,504605869.809856,517026118.623724,548372188.026952,625559782.608696,776567505.720824,862086286.594761,747175732.217573,780567139.282736,835229357.798165,851464843.75,772347318.3391,837036384.096024,506854101.670031,516734887.61692,608787607.269056,880260959.85233,1081112284.60256,1644812638.09103,1813254835.5371,2116558974.90886,2504126674.90259,1972947259.78648,2276186013.98601,5424064250.95357,4855258041.53652,5517856515.59503,4529332596.83767,3794666989.71625,4429708552.86715,4202503505.34421,4781466163.6098,4813152010.57998,5486771127.8303,7720274223.1778
Ghana,GHA,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,8700,10100,10200,12500,14500,21200,19800,22500,28500,28500,29000,32400,35500,38200,56900,68800,79900,140900,237100,290300,478400,638400,560300,1078700,1964100,3224100,5659600,7933200,10205000,13952200,17885500,23020600,33936000,55949400,71430000,93590000,136560000,174380000,178566700,223153900,276184800,370137200,482403300,763010200,972460500,1488884400,1659309500,1973902900,2635092500,2771990900,3254946000,8247832100,8860360400,10933080900,13119664800,14095670000,17319274500,18282991500,21924456800,25112139300,30702325200,45681417000
Ghana,GHA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,10.0115074798619,10.8602150537634,10.3343465045593,11.3636363636364,11.7313915857605,14.4611186903138,13.0434782608696,14.9601063829787,16.7647058823529,14.2428785607196,12.8375387339531,12.96,12.6110124333925,10.9111682376464,12.2103004291845,13.0229036532273,12.2433343548881,12.6220550031354,11.2980081959402,10.2863014669407,11.1640063474284,8.79024040977061,6.48112803784803,5.86128951629555,7.25936110525907,9.39839322776987,11.0670267289541,10.6343163538874,9.70798975642982,9.84480819410477,9.31152842761133,9.48314108708897,12.1075681220176,14.4493685596963,13.7233429394813,12.0734806558561,12.0437087144029,12.355633653124,10.3241616558742,10.8433463882059,10.1716158733082,9.72236391765846,9.87277025091073,11.5332032401368,12.1728118810468,15.3081652628808,8.87072220384494,8.52494036113545,8.73165976762738,7.57424395572255,7.06949942103097,13.7885981215538,11.7643463119471,8.78317284558237,8.26779326496016,7.68049089441912,7.88693121419433,6.95705205922429,7.10478048996711,7.0432037272921,7.83341015605346,9.94954050377546
Ghana,GHA,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.176247298819376,12.7304338192913,-10.6833189980193,17.4226775721745,80.0251058802979,-10.5578180872793,-16.1099790726907,7.64886227083529,-8.50264023364035,6.12442184861202,-10.8226097466192,1.83130451149469,5.38307265508216,10.1030624418387,82.084919100168
Gibraltar,GIB,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,8510900521.876,8885259823.93502,9478111616.24971,9873649411.31627,10795213481.1003,11762917310.1488,12499846119.3397,13558373786.0044,13740613719.218,14794573965.1171,15450985534.7867,16214493501.9316,17133231198.5781,18265050845.8691,20508491458.2773,22956195612.8754,24134461688.7937,25709356432.8527,26610000193.2789,28165658202.8402,28222946791.4347,30147084017.5886,29530068365.9316,30592533471.9426,31412824089.8039,32618063533.6062,32261138784.2566,32332958663.1797,30554693534.8078,32204646825.9175,32397874043.3843,31911906287.7777,30954548666.4343,31759367127.0359,31410014803.1648,33169670071.8222,34917114041.6054,33811278076.7,34687844297.8867,35926291462.5054,37231617845.1453,39005473769.2898,40066941423.2121,41264497490.2468,42947920347.2152,44707181738.7965,47748012623.0035,50323854421.3398,49150296008.6164,50144884444.5176,48054902779.0375,44712481881.875,42536864682.9578,39834253270.2773,39339372797.6203,40407720540.9773,40363647360.423,39930539017.9515,38552174511.2347,39356357220.95,40385407127.234,41267219125.3676
Greece,GRC,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,7670844200,8008252900,8542588100,8899084900,9729687300,10601875300,11266066600,12220113800,12384366000,13334296600,13925918000,14614065000,15442120000,16462225000,18484230000,20690337000,21752304000,23171751000,23983498000,25385607000,25437241000,27171459000,26615345000,27572941000,28312266000,29398544000,29076849000,29141580000,27538836000,29025933000,29200088000,28762087000,27899224000,28624604000,28309734000,29895705000,31470670000,30473984000,31264030000,32380238000,33556724000,35155494000,36112191000,37191544000,38708807000,40294423000,43035113000,45356710000,44298986000,45195405000,43311712000,40299200000,38338324000,35902470000,35456436000,36419334000,36379611000,35989252000,34746937000,35471744000,36399223000,37193997000
Greece,GRC,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,532846654.666156,579796323.561002,633819962.163773,683517211.778508,797377683.744031,917814630.438021,1029602206.6558,1234206671.54129,1331440815.85996,1487968865.23046,1660409090.90909,1814034090.90909,2021625000,2473440736.47871,3455829545.45455,4237396386.82253,4539785447.76119,5582997224.79186,6739656771.79963,8522419503.21987,8880239808.15348,8991359163.59164,9505346938.77551,8894326625.387,8907143288.99637,9220340488.52702,10305778967.8676,12225631605.4353,12492010569.301,13771233738.9845,17114346517.6268,17338209011.0301,18535997497.3186,18061284185.4935,18638682584.2697,24354349168.9954,25683059173.2729,25314102084.1133,25271345555.1712,25637583910.1433,23821591350.0769,25510249867.3866,29718543468.2624,38367059021.3415,46156624969.5638,49625236954.3969,55134663975.5399,65439764476.5532,73748309141.3406,77224739819.8031,66427952811.4335,62531965325.5741,53877400964.9473,49510738400.4586,48472814156.1402,40407720540.9773,39812905202.9231,40954716911.8695,41933940925.6902,41274328863.3254,43182761576.6912,46479493106.3287
Greece,GRC,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,46912400,51045900,55802200,60177600,70202000,80805400,90647300,108660900,117221500,131002400,146116000,159635000,177903000,214942000,304113000,398739000,486665000,603522000,726535000,926387000,1110918000,1461995000,1863048000,2298294000,2946483000,3737004000,4233614000,4858466000,5200424000,6563370000,7961594000,9274208000,10369037000,12151632000,13270742000,16558522000,18142513000,20284190000,21917838000,24055311000,25791758000,28483038000,31429113000,33918319000,37106310000,39888775000,43911051000,47749590000,50143148000,55366872000,50107202000,44923833000,41934835000,37278869000,36486854000,36419334000,35967832000,36253341000,35508515000,36869378000,37806784000,39298139000
Greece,GRC,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,12.2912062503521,11.6861424642594,12.1583380250757,11.5943168241634,11.9552735644586,11.936483832537,11.9839382681219,13.3059485644732,13.19476345014,12.810027544966,12.6364255890299,12.4319159176185,11.9725423557717,11.0679145717775,13.6317609590684,14.8545702114343,14.5726234165693,15.4327757705814,15.2239116841927,15.6426687469817,15.6260641734292,17.1766173508866,17.4033262196073,17.9941923304908,18.5488105022693,19.2810045263619,18.2792715102287,18.6216594661263,16.3805418808432,17.3947204341274,17.4830479131089,16.4900855895193,15.9484187312302,16.5990629140884,15.9849009791957,17.7926942672248,17.6078261788867,17.6826812251898,17.4975180531606,17.9800730297697,18.2600038247817,18.7149745182193,19.227313167336,18.9588537995518,19.1550226686695,20.0202329513221,20.1554828614839,20.520283425752,20.7211319424709,23.3090125248122,22.3569074677088,22.0964176666976,22.2606929727108,20.7237943616894,20.5865958049059,20.6495258746438,20.6126260626601,20.4933016284161,19.7755483313339,20.1086081686133,22.8569717801754,21.6310577825059
Greece,GRC,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,4.39858627294242,6.67230676493746,4.17317089185185,9.33357091581406,8.96419353579843,6.26484731432373,8.46832558224004,1.34411350571875,7.67040153690547,4.43683996049707,4.94148392946158,5.66615106748192,6.60599062822979,12.2826956866402,11.9350765490367,5.13267135281556,6.52550185028676,3.50317505138045,5.84614054213444,0.203398721172988,6.8176340350748,-2.04668435360796,3.59790940151254,2.68134255246837,3.8367751984246,-1.09425487194196,0.222620408421818,-5.49985278766628,5.39999947710209,0.599997939773374,-1.49999890411289,-3.00000135595168,2.60000063084192,-1.09999775018721,5.60221088619201,5.26819822446068,-3.16703139780627,2.59252613639227,3.57026269486052,3.63334574625425,4.76438045620901,2.72132998614669,2.98888815691079,4.07959131785441,4.09626677463865,6.80166086507803,5.39465761365609,-2.33201217636817,2.02356550554002,-4.1678860937301,-6.95542120339182,-4.86579386191289,-6.35357455897133,-1.24234906400589,2.71572134322807,-0.109071187298483,-1.07301587144514,-3.45190558558983,2.08595940413396,2.61469805375229,2.18349166409403
Greenland,GRL,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,922036196.459004,931677564.84303,919947233.309132,963494080.510315,967832696.283126,1025520217.11421,1085939458.98744,1059104316.98524,1058461559.09297,1068745685.36926,1112935290.46272,1110685637.83978,1104579437.86323,1124183553.57741,1142662842.98013,1177211079.68955,1228953090.01716,1202921395.38029,..
Greenland,GRL,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5738000000,5798000000,5725000000,5996000000,6023000000,6382000000,6758000000,6591000000,6587000000,6651000000,6926000000,6912000000,6874000000,6996000000,7111000000,7326000000,7648000000,7486000000,..
Greenland,GRL,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,742277274.314252,843050524.945336,848138204.739115,913096118.9211,1037254073.51617,1199270316.39238,1229532354.64194,1171849718.17713,1253376050.06799,1194630988.347,1284831650.73091,1302806236.08018,1104579437.86323,1146307767.72583,1209423132.26007,1318341621.00529,1312636818.90425,1374314058.17704,..
Greenland,GRL,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4889900000,5050800000,5086200000,5430000000,5646500000,6114000000,6591400000,6590600000,6729000000,6919900000,7216000000,7312000000,7431500000,7716600000,7985700000,8324800000,8754500000,8990900000,..
Greenland,GRL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.6199287147226,46.2582541877696,45.8501230494632,45.3577245959153,46.1040392576323,47.9879441474958,48.5991093284573,46.8148884784771,46.6899341525524,45.7771309496246,47.8530455253821,45.8403861826845,44.1988128798963,42.3437611461997,42.4119305960518,43.1423966501003,43.8373793213957,44.6783875648492,..
Greenland,GRL,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.04566050888812,-1.2590548464988,4.73362445414847,0.450300200133412,5.96048480823509,5.89157004073959,-2.47114530926311,-0.0606888180852678,0.971610748443894,4.13471658397233,-0.202136875541441,-0.549768518518519,1.77480360779749,1.64379645511721,3.02348474194909,4.39530439530441,-2.11820083682008,..
Grenada,GRD,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,608708836.242224,636238325.740923,564355630.654451,558237948.937027,611002908.171906,650767813.314686,695120966.721273,738709429.456586,743297677.706369,861827650.310296,960475196.433426,889357191.990181,983416489.863528,984181180.506755,1030828484.12181,1135593685.87879,1261770747.59822,1346653522.8744,1431536272.02492,1521007295.5649,1703008157.35689,1778714410.14808,1756537833.34663,1758067240.77276,1804714544.35977,1766479046.68519,1857479503.59465,1987480122.90661,2087657076.39978,2167186860.65785,2176363383.18491,2148833836.91936,2393540881.80236,2595392854.9688,2672315762.38807,2707669799.11936,2707340220.44806,2874404787.62921,3153271409.49939,3393842930.60811,3660425265.47227,3856981822.87731,3853543333.73228,3797546035.53514,3545310035.01608,3604192682.15272,3810061190.28286,4125376391.6838,4593175087.71216,5251547005.98496,5660780713.63178,5894795116.88419,6238990424.15175,6591169971.76059,6830849055.75492,6895271855.56775,6684070152.55355,6821683902.30371,7341857560.20605,7542925216.90977,7657822046.45427,8039381915.70733
Guatemala,GTM,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,4340655605.3,4536966264.5,4024376328.6,3980751613.7,4357014454.7,4640574916,4956853820.6,5267679775.2,5300398218.4,6145626280.4,6849074297.8,6341937311.7,7012666885.9,7018119835.7,7350758147.9,8097830694.2,8997589556.9,9602882058.6,10208174374,10846185319,12144019380,12683874810,12525735357,12536641443,12869279755,12596625380,13245542596,14172566952,14886921055,15454041792,15519478864,15323167800,17068154800,18507545600,19056076900,19308183800,19305833600,20497158100,22485734400,24201231300,26102209300,27503838900,27479319300,27080006900,25281331500,25701219100,27169251500,29417739800,32753576100,37448375300,40366589200,42035327800,44489757900,47001123000,48710256000,49169650000,47663587000,48644900000,52354218100,53788016000,54607336400,57328210300
Guatemala,GTM,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,79900000,83100000,77200000,83400000,89600000,97900000,105000000,112600000,115300000,134500000,151400000,139300000,156700000,166600000,206600000,250300000,297300000,354500000,434600000,488000000,627000000,680000000,675000000,688000000,725900000,676000000,513196347.031963,559840000,625877900.763359,664062500,503700566.231218,510051900.017897,670811898.038912,724615821.414629,723588120.740019,807506797.921041,796330099.159443,889021224.664809,1101171650.19392,1158023370.75,1350722253.70981,1880932354.36337,2007811728.90804,2104215605.28404,2099941961.87001,2307007257.10318,2530344290.11128,2953531870.25139,3527471785.71429,3840912835.71849,4330513676.18953,4855654404.39798,5214062627.65523,5982222278.79035,6511510307.54507,6895271855.56775,6896241924.23585,7575864804.91025,8154265919.24673,8596893928.56679,8952149436.00502,9722779814.85312
Guatemala,GTM,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,79900000,83100000,77200000,83400000,89600000,97900000,105000000,112600000,115300000,134500000,151400000,139300000,156700000,166600000,206600000,250300000,297300000,354500000,434600000,488000000,627000000,680000000,675000000,688000000,725900000,777400000,1123900000,1399600000,1639800100,1870000000,2259500000,2565000000,3468500000,4083500000,4161500000,4692099000,4850605900,5390758000,7041332000,8552350000,10485927000,14781495000,15704501000,16709365700,16687188800,17611462700,19237195500,22663336100,26667686700,31347994200,34894413100,37803211800,40844881000,47001124000,50348300000,52781927000,52410749000,55666697000,61313556300,66167713500,69125812300,75199868200
Guatemala,GTM,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,7.6561908447864,7.71802802247869,6.75061210213361,6.60437123851758,6.89708312655555,7.3531626373113,7.55015459840368,7.7468180254558,7.15926730828935,7.84073731145723,7.95168067226891,7.01833937928255,7.45728834531005,6.48450854411846,6.53487289371731,6.86524589264654,6.81052817398446,6.46838768475914,7.15909441705616,7.0697995807435,7.95816568723267,7.90008685796967,7.74348999920236,7.60220960874212,7.66525863077868,6.95355063062774,7.0962242259362,7.90243369436923,7.98150473540535,7.89542578633733,6.58421335494863,5.4225664497941,6.42488304503928,6.35631122172758,5.57324957201488,5.50995915259415,5.08030909352217,4.99730137319696,5.67746180706161,6.32163614869932,7.00261473951945,10.2195681687394,9.82093278550152,9.75241609376197,8.9066313301877,8.61352510250589,8.50696938888144,8.79868760763897,9.16134519080737,10.3456302167651,10.6462476186343,10.3584830794978,10.5135030709737,11.2879486082846,11.2553849306527,11.0881085257885,10.440352787248,10.572823006819,11.120258551506,11.1401412594413,11.5324873111748,11.307431262218
